tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0006178	short	The Tramps	The Tramps	0	1915	\N	\N	Comedy,Short
tt0006179	short	Trickery	Trickery	0	1915	\N	\N	Drama,Short
tt0006180	movie	Tricks of Fate	Tricks of Fate	0	1915	\N	\N	\N
tt0006181	short	Tried for His Own Murder	Tried for His Own Murder	0	1916	\N	\N	Drama,Short
tt0006182	movie	Trilby	Trilby	0	1915	\N	59	Drama
tt0006183	movie	A Trip to the Argentine	A Trip to the Argentine	0	1915	\N	\N	Documentary
tt0006184	short	The Trust	The Trust	0	1915	\N	\N	Drama,Short
tt0006185	movie	The Truth About Helen	The Truth About Helen	0	1915	\N	\N	Drama
tt0006186	short	Truth Stranger Than Fiction	Truth Stranger Than Fiction	0	1915	\N	\N	Drama,Short
tt0006187	movie	The Turn of the Road	The Turn of the Road	0	1915	\N	\N	Drama
tt0006188	movie	Tutyu és Totyó	Tutyu és Totyó	0	1915	\N	\N	\N
tt0006189	short	The Twin Sister	The Twin Sister	0	1915	\N	\N	Comedy,Short
tt0006190	movie	The Two Orphans	The Two Orphans	0	1915	\N	\N	Drama
tt0006191	short	Two Women	Two Women	0	1914	\N	\N	Drama,Romance,Short
tt0006192	movie	Um 500.000 Mark	Um 500.000 Mark	0	1920	\N	\N	\N
tt0006193	short	Un drame au château d'Acre	Un drame au château d'Acre	0	1915	\N	6	Drama,Short
tt0006194	short	The Unafraid	The Unafraid	0	1915	\N	40	Action,Adventure,Crime
tt0006195	movie	The Unbroken Road	The Unbroken Road	0	1915	\N	\N	Drama
tt0006196	movie	Under Southern Skies	Under Southern Skies	0	1915	\N	50	Drama
tt0006197	short	Under a Shadow	Under a Shadow	0	1915	\N	\N	Drama,Short
tt0006198	movie	Under the Crescent	Under the Crescent	0	1915	\N	\N	Drama
tt0006199	movie	The Unfaithful Wife	The Unfaithful Wife	0	1915	\N	\N	Drama
tt0006200	short	The Unhidden Treasure	The Unhidden Treasure	0	1915	\N	\N	Comedy,Short,Thriller
tt0006201	movie	The Unknown	The Unknown	0	1915	\N	50	Adventure,Drama
tt0006202	movie	Unto the Darkness	Unto the Darkness	0	1915	\N	\N	Adventure
tt0006203	movie	The Unwelcome Wife	The Unwelcome Wife	0	1915	\N	\N	Drama
tt0006204	movie	The Valley of Decision	The Valley of Decision	0	1916	\N	50	Drama
tt0006205	movie	The Valley of Lost Hope	The Valley of Lost Hope	0	1915	\N	\N	Western
tt0006206	movie	Les vampires	Les vampires	0	1915	\N	421	Action,Adventure,Crime
tt0006207	movie	The Vanderhoff Affair	The Vanderhoff Affair	0	1915	\N	\N	Mystery
tt0006208	short	The Vanishing Vases	The Vanishing Vases	0	1915	\N	\N	Mystery,Short
tt0006209	short	The Vanishing Vault	The Vanishing Vault	0	1915	\N	\N	Comedy,Short
tt0006210	movie	Vanity Fair	Vanity Fair	0	1915	\N	\N	Drama
tt0006211	movie	Vengeance of Nana	Vengeance of Nana	0	1915	\N	\N	Drama
tt0006212	movie	Vengeance of the Wilds	Vengeance of the Wilds	0	1915	\N	\N	Drama
tt0006213	movie	The Ventures of Marguerite	The Ventures of Marguerite	0	1915	\N	\N	Action,Adventure
tt0006214	movie	The Verdict of the Heart	The Verdict of the Heart	0	1915	\N	\N	Crime,Drama
tt0006215	short	A Versatile Villain	A Versatile Villain	0	1915	\N	13	Comedy,Short
tt0006216	short	Die vertauschte Braut	Die vertauschte Braut	0	1916	\N	\N	Comedy,Short
tt0006217	movie	Via Wireless	Via Wireless	0	1915	\N	50	Drama
tt0006218	movie	Vice and Virtue	Vice and Virtue	0	1915	\N	\N	Crime,Drama
tt0006219	short	Victorine	Victorine	0	1915	\N	20	Drama,Romance,Short
tt0006220	short	The Victorious Jockey	The Victorious Jockey	0	1915	\N	\N	Animation,Comedy,Short
tt0006221	movie	The Victory of Virtue	The Victory of Virtue	0	1915	\N	\N	Drama
tt0006222	short	The Village Homestead	The Village Homestead	0	1915	\N	\N	Drama,Short
tt0006223	short	A Village Scandal	A Village Scandal	0	1915	\N	\N	Comedy,Short
tt0006224	short	The Violin Maker	The Violin Maker	0	1915	\N	\N	Drama,Short
tt0006225	movie	Virtue	Virtue	0	1915	\N	\N	Drama
tt0006226	short	The Vision of the Shepherd	The Vision of the Shepherd	0	1915	\N	\N	Drama,Short
tt0006227	short	A Visit to Uncle Dudley's Farm	A Visit to Uncle Dudley's Farm	0	1915	\N	\N	Animation,Comedy,Short
tt0006228	short	A Visit to the Zoo	A Visit to the Zoo	0	1915	\N	\N	Animation,Comedy,Short
tt0006229	short	The Vivisectionist	The Vivisectionist	0	1915	\N	\N	Drama,Horror,Short
tt0006230	movie	The Voice in the Fog	The Voice in the Fog	0	1915	\N	\N	Mystery
tt0006231	movie	The Voice of Satan	The Voice of Satan	0	1915	\N	\N	Drama
tt0006232	short	Voices from the Past	Voices from the Past	0	1915	\N	\N	Drama,Short
tt0006233	movie	Volonté	Volonté	0	1917	\N	\N	\N
tt0006234	short	Vordertreppe - Hintertreppe	Vordertreppe - Hintertreppe	0	1916	\N	40	Drama,Romance,Short
tt0006235	movie	The Vow	The Vow	0	1915	\N	\N	Drama
tt0006236	movie	Las víctimas de la fatalidad	Las víctimas de la fatalidad	0	1915	\N	\N	\N
tt0006237	movie	The Waif	The Waif	0	1915	\N	\N	Drama
tt0006238	movie	Zhenshchina vampir	Zhenshchina vampir	0	1915	\N	\N	Horror
tt0006239	short	Wanted: A Leading Lady	Wanted: A Leading Lady	0	1915	\N	\N	Comedy,Short
tt0006240	movie	War World Wide	War World Wide	0	1915	\N	\N	Documentary
tt0006241	movie	War and Peace	Voyna i mir	0	1915	\N	\N	Drama,History
tt0006242	movie	The Warning	The Warning	0	1915	\N	50	Drama
tt0006243	movie	The Warrens of Virginia	The Warrens of Virginia	0	1915	\N	50	Drama,War
tt0006244	movie	The Warring Millions	The Warring Millions	0	1915	\N	\N	Documentary
tt0006245	movie	Was She to Blame? Or, Souls That Meet in the Dark	Was She to Blame? Or, Souls That Meet in the Dark	0	1915	\N	\N	Drama
tt0006246	short	The Water Clue	The Water Clue	0	1915	\N	10	Drama,Short
tt0006247	movie	The Way Back	The Way Back	0	1915	\N	\N	Crime
tt0006248	short	The Way Out	The Way Out	0	1915	\N	\N	Drama,Short
tt0006249	movie	We'll Take Her Children in Amongst Our Own	We'll Take Her Children in Amongst Our Own	0	1915	\N	\N	\N
tt0006250	short	Wenn Völker streiten	Wenn Völker streiten	0	1915	\N	40	Short,War
tt0006251	short	What Happened on the Barbuda	What Happened on the Barbuda	0	1915	\N	\N	Drama,Short
tt0006252	movie	What Happened to Father	What Happened to Father	0	1915	\N	\N	Comedy
tt0006253	movie	What Happened to Jones	What Happened to Jones	0	1915	\N	\N	Comedy
tt0006254	movie	What Should a Woman Do to Promote Youth and Happiness?	What Should a Woman Do to Promote Youth and Happiness?	0	1915	\N	\N	Drama
tt0006255	short	What's Ours?	What's Ours?	0	1915	\N	\N	Comedy,Drama,Short
tt0006256	movie	Wheat and Tares: A Story of Two Boys Who Tackle Life on Diverging Lines	Wheat and Tares: A Story of Two Boys Who Tackle Life on Diverging Lines	0	1915	\N	\N	Drama
tt0006257	movie	The Wheels of Justice	The Wheels of Justice	0	1915	\N	\N	Crime,Drama,Romance
tt0006258	short	When Ambrose Dared Walrus	When Ambrose Dared Walrus	0	1915	\N	23	Comedy,Short
tt0006259	short	When Fate Rebelled	When Fate Rebelled	0	1915	\N	\N	Drama,Short
tt0006260	short	When the Fiddler Came to Big Horn	When the Fiddler Came to Big Horn	0	1915	\N	\N	Short,Western
tt0006261	short	When London Burned	Old St. Paul's	0	1914	\N	\N	Adventure,Drama,History
tt0006262	short	When Love Took Wings	When Love Took Wings	0	1915	\N	13	Comedy,Short
tt0006263	movie	When Shadows Fall	When Shadows Fall	0	1916	\N	\N	Drama
tt0006264	short	When Thieves Fall Out	When Thieves Fall Out	0	1915	\N	\N	Drama,Mystery,Short
tt0006265	short	When Two Play a Game	When Two Play a Game	0	1916	\N	\N	Comedy,Short
tt0006266	movie	When We Were Twenty-One	When We Were Twenty-One	0	1915	\N	\N	Comedy
tt0006267	short	When a Man's Fickle	When a Man's Fickle	0	1915	\N	\N	Comedy,Short
tt0006268	short	When a Queen Loved O'Rourke	When a Queen Loved O'Rourke	0	1915	\N	\N	Short
tt0006269	movie	When a Woman Loves	When a Woman Loves	0	1915	\N	\N	Drama
tt0006270	movie	When It Strikes Home	When It Strikes Home	0	1915	\N	\N	Drama
tt0006271	short	When the Gods Played a Badger Game	When the Gods Played a Badger Game	0	1915	\N	\N	Drama,Short
tt0006272	short	When the Mummy Cried for Help	When the Mummy Cried for Help	0	1915	\N	\N	Comedy,Short
tt0006273	movie	Where Cowboy Is King	Where Cowboy Is King	0	1915	\N	\N	Documentary
tt0006274	short	Where the Forest Ends	Where the Forest Ends	0	1915	\N	\N	Drama,Short
tt0006275	short	While the Tide Was Rising	While the Tide Was Rising	0	1914	\N	\N	Drama,Short
tt0006276	movie	The Whirl of Life	The Whirl of Life	0	1915	\N	60	Comedy
tt0006277	movie	Whispering Smith	Whispering Smith	0	1916	\N	\N	Western
tt0006278	short	The White Goddess	The White Goddess	0	1915	\N	\N	Drama,Short
tt0006279	movie	The White Pearl	The White Pearl	0	1915	\N	\N	Adventure,Drama,Romance
tt0006280	movie	The White Scar	The White Scar	0	1915	\N	50	Adventure
tt0006281	movie	The White Sister	The White Sister	0	1915	\N	\N	Drama
tt0006282	movie	The White Terror	The White Terror	0	1915	\N	\N	Drama
tt0006283	movie	Who Pays?	Who Pays?	0	1915	\N	360	Drama
tt0006284	short	Who Stole the Doggies?	Who Stole the Doggies?	0	1915	\N	\N	Comedy,Short
tt0006285	movie	Who's Who in Society	Who's Who in Society	0	1915	\N	\N	Comedy
tt0006286	short	Whose Husband?	Whose Husband?	0	1915	\N	\N	Comedy,Short
tt0006287	short	The Widow's Secret	The Widow's Secret	0	1915	\N	20	Drama,Short
tt0006288	short	The Wild Goose Chase	The Wild Goose Chase	0	1915	\N	40	Comedy,Drama,Short
tt0006289	movie	Wild Life of America in Films	Wild Life of America in Films	0	1915	\N	\N	Documentary
tt0006290	movie	The Wild Olive	The Wild Olive	0	1915	\N	\N	Drama
tt0006291	movie	Wildfire	Wildfire	0	1915	\N	\N	Drama
tt0006292	movie	A Will of Her Own	A Will of Her Own	0	1915	\N	\N	Drama
tt0006293	short	Willful Ambrose	Willful Ambrose	0	1915	\N	11	Comedy,Short
tt0006294	movie	The Winged Idol	The Winged Idol	0	1915	\N	\N	Drama
tt0006295	movie	Winning the Futurity	Winning the Futurity	0	1915	\N	\N	Drama
tt0006296	short	Wished on Mabel	Wished on Mabel	0	1915	\N	13	Comedy,Short
tt0006297	short	A Witch of Salem Town	A Witch of Salem Town	0	1915	\N	\N	Drama,Short
tt0006298	short	With the Aid of the Law	With the Aid of the Law	0	1915	\N	\N	Short,Western
tt0006299	movie	The Wolf Man	The Wolf Man	0	1915	\N	\N	Drama
tt0006300	movie	The Wolf of Debt	The Wolf of Debt	0	1915	\N	\N	Drama
tt0006301	short	The Wolf's Prey	The Wolf's Prey	0	1915	\N	\N	Short,Thriller
tt0006302	movie	The Woman Next Door	The Woman Next Door	0	1915	\N	\N	Drama
tt0006303	movie	The Woman Pays	The Woman Pays	0	1915	\N	\N	Drama
tt0006304	short	A Woman Scorned	A Woman Scorned	0	1915	\N	\N	Drama,Short
tt0006305	short	The Woman Who Lied	The Woman Who Lied	0	1915	\N	\N	Drama,Short
tt0006307	movie	A Woman's Past	A Woman's Past	0	1915	\N	\N	Drama
tt0006308	movie	A Woman's Resurrection	A Woman's Resurrection	0	1915	\N	\N	Drama
tt0006309	short	A Woman	A Woman	0	1915	\N	26	Comedy,Short
tt0006310	movie	The Woman	The Woman	0	1915	\N	50	Drama
tt0006311	movie	The Wonderful Adventure	The Wonderful Adventure	0	1915	\N	60	Drama,Romance
tt0006312	short	The Word	The Word	0	1915	\N	\N	Drama,Short
tt0006313	short	Work	Work	0	1915	\N	29	Comedy,Short
tt0006314	short	The Working of a Miracle	The Working of a Miracle	0	1915	\N	\N	Drama,Short
tt0006315	movie	The World of Today	The World of Today	0	1915	\N	\N	Drama
tt0006316	movie	The World's Desire	The World's Desire	0	1915	\N	\N	Drama
tt0006317	movie	Wormwood	Wormwood	0	1915	\N	\N	Drama
tt0006318	movie	Het wrak van de Noorzee	Het wrak van de Noorzee	0	1915	\N	60	Drama
tt0006319	short	The Wrong Woman	The Wrong Woman	0	1915	\N	\N	Drama,Short
tt0006320	movie	A Yankee from the West	A Yankee from the West	0	1915	\N	\N	Drama,Romance
tt0006321	movie	The Yankee Girl	The Yankee Girl	0	1915	\N	\N	Comedy
tt0006322	short	Ye Olden Grafter	Ye Olden Grafter	0	1915	\N	10	Comedy,Short
tt0006323	movie	Ekaterina Ivanovna	Ekaterina Ivanovna	0	1915	\N	\N	Drama
tt0006324	movie	A Yellow Streak	A Yellow Streak	0	1915	\N	\N	Drama
tt0006325	movie	York State Folks	York State Folks	0	1915	\N	\N	Drama
tt0006326	short	The Young Man Who 'Figgered'	The Young Man Who 'Figgered'	0	1915	\N	\N	Comedy,Short
tt0006327	movie	Young Romance	Young Romance	0	1915	\N	59	Comedy
tt0006328	short	Youth	Youth	0	1915	\N	\N	Drama,Short
tt0006329	movie	Zaragoza pintoresca	Zaragoza pintoresca	0	1915	\N	\N	Documentary
tt0006330	movie	Zaza	Zaza	0	1915	\N	50	Drama
tt0006331	movie	Sugar and Spice	Zucker und Zimt	0	1915	\N	\N	Comedy
tt0006332	movie	L'énigme de dix heures	L'énigme de dix heures	0	1915	\N	\N	\N
tt0006333	movie	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea	0	1916	\N	105	Action,Adventure,Sci-Fi
tt0006334	movie	A la pesca de los 45 millones	A la pesca de los 45 millones	0	1916	\N	\N	Comedy
tt0006335	movie	The Abandonment	The Abandonment	0	1916	\N	\N	Drama
tt0006336	movie	According to Law	According to Law	0	1916	\N	\N	Drama
tt0006337	movie	According to the Code	According to the Code	0	1916	\N	\N	Drama,War
tt0006338	movie	Acquitted	Acquitted	0	1916	\N	50	Drama
tt0006339	movie	The Adventures of Peg o' the Ring	The Adventures of Peg o' the Ring	0	1916	\N	300	Action,Drama
tt0006340	short	An Aerial Joyride	An Aerial Joyride	0	1916	\N	\N	Comedy,Short
tt0006341	movie	Aktiebolaget Hälsans gåva	Aktiebolaget Hälsans gåva	0	1916	\N	57	Drama
tt0006342	movie	The Alibi	The Alibi	0	1916	\N	\N	Drama
tt0006343	movie	Alien Souls	Alien Souls	0	1916	\N	50	Drama
tt0006344	movie	All Man	All Man	0	1916	\N	50	Western
tt0006345	movie	Alma torturada	Alma torturada	0	1917	\N	\N	\N
tt0006346	movie	The Almighty Dollar	The Almighty Dollar	0	1916	\N	\N	Drama
tt0006347	short	Along the Border	Along the Border	0	1916	\N	\N	Short,Western
tt0006348	short	Along the Malibu	Along the Malibu	0	1916	\N	\N	Drama,Short
tt0006349	short	Where is My Treasure?	Wo ist mein Schatz?	0	1916	\N	35	Comedy,Short
tt0006350	movie	Alsace	Alsace	0	1916	\N	\N	\N
tt0006351	movie	Amar es sufrir	Amar es sufrir	0	1916	\N	\N	\N
tt0006352	movie	Ambition	Ambition	0	1916	\N	50	Drama
tt0006353	short	Ambrose's Cup of Woe	Ambrose's Cup of Woe	0	1916	\N	20	Comedy,Short
tt0006354	short	Ambrose's Fury	Ambrose's Fury	0	1915	\N	10	Comedy,Short
tt0006355	short	Ambrose's Rapid Rise	Ambrose's Rapid Rise	0	1916	\N	20	Comedy,Short
tt0006356	movie	America Preparing	America Preparing	0	1916	\N	100	Documentary
tt0006357	movie	American Aristocracy	American Aristocracy	0	1916	\N	52	Adventure,Comedy,Drama
tt0006358	movie	The American Beauty	The American Beauty	0	1916	\N	50	Drama
tt0006359	movie	The Americano	The Americano	0	1916	\N	61	Adventure,Comedy,Romance
tt0006360	movie	Passano gli Unni...	Passano gli Unni...	0	1916	\N	\N	\N
tt0006361	movie	Amor y lágrimas	Amor y lágrimas	0	1916	\N	\N	\N
tt0006362	movie	And the Law Says	And the Law Says	0	1916	\N	\N	Drama
tt0006363	short	An Angelic Attitude	An Angelic Attitude	0	1916	\N	13	Comedy,Short,Western
tt0006364	short	Annie Laurie	Annie Laurie	0	1916	\N	40	Drama,Romance,Short
tt0006365	movie	The Answer	The Answer	0	1916	\N	50	Drama
tt0006366	movie	Anton the Terrible	Anton the Terrible	0	1916	\N	50	Drama
tt0006367	movie	The Apostle of Vengeance	The Apostle of Vengeance	0	1916	\N	50	Drama
tt0006368	movie	April	April	0	1916	\N	\N	Drama
tt0006369	movie	Los apuros de un paleto	Los apuros de un paleto	0	1916	\N	\N	\N
tt0006370	movie	The Argonauts of California - 1849	The Argonauts of California - 1849	0	1916	\N	\N	Drama,History
tt0006371	movie	Arms and the Woman	Arms and the Woman	0	1916	\N	50	Drama
tt0006372	short	Around the World	Around the World	0	1916	\N	\N	Comedy,Short
tt0006373	movie	Arsene Lupin	Arsene Lupin	0	1916	\N	\N	Crime,Drama
tt0006374	short	Arthur's Desperate Resolve	Arthur's Desperate Resolve	0	1916	\N	\N	Comedy,Short
tt0006375	movie	The Aryan	The Aryan	0	1916	\N	50	Western
tt0006376	movie	As in a Looking Glass	As in a Looking Glass	0	1916	\N	50	Drama
tt0006377	short	Aschenbrödel	Aschenbrödel	0	1916	\N	\N	Short
tt0006378	movie	Ashes of Embers	Ashes of Embers	0	1916	\N	50	Drama
tt0006379	movie	At Piney Ridge	At Piney Ridge	0	1916	\N	\N	Drama
tt0006380	short	At a Premium	At a Premium	0	1916	\N	\N	Comedy,Short
tt0006381	movie	Atta Boy's Last Race	Atta Boy's Last Race	0	1916	\N	50	Drama
tt0006382	movie	Audrey	Audrey	0	1916	\N	50	Drama
tt0006383	movie	Aus Mangel an Beweisen	Aus Mangel an Beweisen	0	1916	\N	\N	Drama
tt0006385	movie	Autumn	Autumn	0	1916	\N	50	Adventure
tt0006386	movie	The Avenger	Hämnaren	0	1915	\N	49	Drama
tt0006387	movie	L'aventure des millions	L'aventure des millions	0	1916	\N	\N	\N
tt0006388	movie	The Awakening of Bess Morton	The Awakening of Bess Morton	0	1916	\N	\N	Drama
tt0006389	movie	The Awakening of Helena Ritchie	The Awakening of Helena Ritchie	0	1916	\N	\N	Drama
tt0006390	short	The Awakening	The Awakening	0	1916	\N	\N	Short,Western
tt0006391	short	An Awful Romance	An Awful Romance	0	1916	\N	\N	Comedy,Short
tt0006392	movie	BZ-Maxe & Co.	BZ-Maxe & Co.	0	1916	\N	\N	\N
tt0006393	movie	A Circus Romance	A Circus Romance	0	1916	\N	50	Drama
tt0006394	short	Back Stage	Back Stage	0	1917	\N	\N	Comedy,Short
tt0006395	short	The Bad Man of Cheyenne	The Bad Man of Cheyenne	0	1917	\N	\N	Short,Western
tt0006396	movie	The Bait	The Bait	0	1916	\N	\N	Crime,Drama
tt0006397	movie	Wolo czawienko	Balettprimadonnan	0	1916	\N	54	Drama
tt0006398	movie	The Ballet Girl	The Ballet Girl	0	1916	\N	50	Drama
tt0006399	short	The Bandit's Wager	The Bandit's Wager	0	1916	\N	15	Short,Western
tt0006400	movie	Barriers of Society	Barriers of Society	0	1916	\N	50	Drama
tt0006401	short	A Bath House Blunder	A Bath House Blunder	0	1916	\N	20	Comedy,Short
tt0006402	short	Bath Tub Perils	Bath Tub Perils	0	1916	\N	\N	Comedy,Short
tt0006403	movie	The Battle of Hearts	The Battle of Hearts	0	1916	\N	50	Drama
tt0006404	movie	The Battle of Life	The Battle of Life	0	1916	\N	50	Crime,Drama
tt0006405	movie	Kitchener's Great Army in the Battle of the Somme	The Battle of the Somme	0	1916	\N	74	Documentary,War
tt0006406	short	Beans and Bullets	Beans and Bullets	0	1916	\N	\N	Comedy,Short
tt0006407	short	A Bear of a Story	A Bear of a Story	0	1916	\N	13	Comedy,Short,Western
tt0006408	movie	The Beast	The Beast	0	1916	\N	50	Comedy,Drama,Romance
tt0006409	movie	Beatrice Fairfax	Beatrice Fairfax	0	1916	\N	300	Action,Adventure
tt0006410	short	Because He Loved Her	Because He Loved Her	0	1916	\N	\N	Comedy,Short
tt0006411	movie	The Beckoning Trail	The Beckoning Trail	0	1916	\N	50	Drama,Thriller
tt0006412	movie	The Beggar of Cawnpore	The Beggar of Cawnpore	0	1916	\N	60	Drama
tt0006413	movie	Behind the Lines	Behind the Lines	0	1916	\N	50	Drama,War
tt0006414	short	Behind the Screen	Behind the Screen	0	1916	\N	30	Comedy,Romance,Short
tt0006415	short	Behind the Veil	Behind the Veil	0	1916	\N	\N	Drama,Short
tt0006416	movie	The Belle of the Season	The Belle of the Season	0	1917	\N	\N	Drama
tt0006417	movie	Ben Blair	Ben Blair	0	1916	\N	50	Action,Drama,Romance
tt0006418	short	Bengts nya kärlek eller Var är barnet?	Bengts nya kärlek eller Var är barnet?	0	1916	\N	\N	Short
tt0006419	movie	El beso de la muerte	El beso de la muerte	0	1917	\N	72	Drama
tt0006420	movie	El beso fatal	El beso fatal	0	1916	\N	\N	Drama
tt0006421	short	The Best Man	The Best Man	0	1916	\N	\N	Comedy,Short
tt0006422	short	Better Halves	Better Halves	0	1916	\N	\N	Comedy,Short
tt0006423	short	Better Late Than Never	Better Late Than Never	0	1916	\N	\N	Comedy,Short
tt0006424	movie	Bettina Loved a Soldier	Bettina Loved a Soldier	0	1916	\N	50	Comedy,Drama
tt0006425	movie	Die Bettlerin von St. Marien	Die Bettlerin von St. Marien	0	1916	\N	\N	\N
tt0006426	movie	Betty of Greystone	Betty of Greystone	0	1916	\N	50	Drama
tt0006427	short	Beyond the Trail	Beyond the Trail	0	1916	\N	\N	Short,Western
tt0006428	movie	The Big Sister	The Big Sister	0	1916	\N	50	Drama
tt0006429	movie	Big Tremaine	Big Tremaine	0	1916	\N	50	Drama,Romance
tt0006430	short	Birds of a Feather	Birds of a Feather	0	1917	\N	\N	Comedy,Short
tt0006431	short	Bitter Sweet	Bitter Sweet	0	1916	\N	10	Comedy,Short
tt0006432	movie	The Black Crook	The Black Crook	0	1916	\N	\N	Drama,Fantasy
tt0006433	movie	Black Friday	Black Friday	0	1916	\N	50	Drama,History
tt0006434	movie	Black Orchids	Black Orchids	0	1917	\N	50	Drama,Horror
tt0006435	movie	The Black Sheep of the Family	The Black Sheep of the Family	0	1916	\N	50	Drama
tt0006436	movie	The Black Wolf	The Black Wolf	0	1917	\N	50	Adventure
tt0006437	movie	The Blacklist	The Blacklist	0	1916	\N	50	Drama
tt0006438	movie	Blazing Love	Blazing Love	0	1916	\N	\N	Drama
tt0006439	short	The Blindness	The Blindness	0	1916	\N	\N	Drama,Short,Western
tt0006440	short	Blood Money	Blood Money	0	1917	\N	\N	Short,Western
tt0006441	movie	Blue Blood and Red	Blue Blood and Red	0	1916	\N	50	Comedy,Western
tt0006442	movie	The Blue Envelope Mystery	The Blue Envelope Mystery	0	1916	\N	\N	Drama
tt0006443	movie	Bobbie of the Ballet	Bobbie of the Ballet	0	1916	\N	50	Drama
tt0006444	short	Bobby Bumps Gets a Substitute	Bobby Bumps Gets a Substitute	0	1916	\N	6	Animation,Comedy,Short
tt0006445	short	Bobby Bumps Goes Fishing	Bobby Bumps Goes Fishing	0	1916	\N	\N	Animation,Comedy,Short
tt0006446	short	Bobby Bumps Helps a Book Agent	Bobby Bumps Helps a Book Agent	0	1916	\N	6	Animation,Comedy,Short
tt0006447	short	Bobby Bumps Loses His Pup	Bobby Bumps Loses His Pup	0	1916	\N	\N	Animation,Comedy,Short
tt0006448	short	Bobby Bumps Queers the Choir	Bobby Bumps Queers the Choir	0	1916	\N	\N	Animation,Comedy,Short
tt0006449	short	Bobby Bumps Starts a Lodge	Bobby Bumps Starts a Lodge	0	1916	\N	5	Animation,Comedy,Short
tt0006450	short	Bobby Bumps and His Goatmobile	Bobby Bumps and His Goatmobile	0	1916	\N	\N	Animation,Comedy,Short
tt0006451	short	Bobby Bumps and His Pointer Pup	Bobby Bumps and His Pointer Pup	0	1916	\N	6	Animation,Comedy,Short
tt0006452	short	Bobby Bumps and the Detective Story	Bobby Bumps and the Detective Story	0	1916	\N	\N	Animation,Comedy,Short
tt0006453	short	Bobby Bumps and the Stork	Bobby Bumps and the Stork	0	1916	\N	\N	Animation,Comedy,Short
tt0006454	short	Bobby Bumps at the Circus	Bobby Bumps at the Circus	0	1916	\N	\N	Animation,Comedy,Short
tt0006455	short	Bobby Bumps' Fly Swatter	Bobby Bumps' Fly Swatter	0	1916	\N	5	Animation,Comedy,Short
tt0006456	movie	La vie de Bohème	La vie de Bohème	0	1916	\N	112	Romance
tt0006457	short	Bombs!	Bombs!	0	1916	\N	23	Comedy,Short
tt0006458	movie	The Bondman	The Bondman	0	1916	\N	\N	Drama
tt0006459	short	Borrowed Plumes	Borrowed Plumes	0	1916	\N	\N	Comedy,Short
tt0006460	short	Borrowing Trouble	Borrowing Trouble	0	1916	\N	\N	Comedy,Short
tt0006461	movie	Botarate y la andaluza	Botarate y la andaluza	0	1916	\N	\N	Comedy
tt0006462	movie	Bought and Paid For	Bought and Paid For	0	1916	\N	50	Drama
tt0006463	movie	The Brand of Cowardice	The Brand of Cowardice	0	1916	\N	\N	Drama
tt0006464	short	Brandsoldaten	Brandsoldaten	0	1916	\N	24	Short
tt0006465	short	The Brave Ones	The Brave Ones	0	1916	\N	\N	Comedy,Short
tt0006466	short	Braver Than the Bravest	Braver Than the Bravest	0	1916	\N	\N	Comedy,Short
tt0006467	movie	Brigadier Gerard	Brigadier Gerard	0	1915	\N	50	Drama,History
tt0006468	short	Bright Lights	Bright Lights	0	1916	\N	\N	Comedy,Short
tt0006469	short	The Broken Cross	The Broken Cross	0	1916	\N	\N	Romance,Short
tt0006470	movie	Broken Fetters	Broken Fetters	0	1916	\N	50	Drama
tt0006471	movie	The Broken Melody	The Broken Melody	0	1916	\N	\N	Drama,Romance
tt0006472	short	The Broken Spur	The Broken Spur	0	1916	\N	\N	Short,Western
tt0006473	movie	The Bruiser	The Bruiser	0	1916	\N	\N	Drama
tt0006474	short	Bucking Society	Bucking Society	0	1916	\N	\N	Comedy,Short
tt0006475	movie	The Bugle Call	The Bugle Call	0	1916	\N	\N	Drama,Western
tt0006476	movie	The Bugler of Algiers	The Bugler of Algiers	0	1916	\N	50	Action,Drama,War
tt0006477	movie	Bullets and Brown Eyes	Bullets and Brown Eyes	0	1916	\N	50	Drama,Romance
tt0006478	short	Busting the Beanery	Busting the Beanery	0	1916	\N	\N	Comedy,Short
tt0006479	short	By Stork Delivery	By Stork Delivery	0	1916	\N	\N	Comedy,Short
tt0006480	movie	Who Killed Simon Baird?	Who Killed Simon Baird?	0	1916	\N	\N	Mystery
tt0006481	movie	Die Börsenkönigin	Die Börsenkönigin	0	1918	\N	53	Drama,Romance
tt0006482	movie	The Call of the Cumberlands	The Call of the Cumberlands	0	1916	\N	62	Drama
tt0006483	short	Calle som miljonär	Calle som miljonär	0	1916	\N	\N	Short
tt0006484	short	Calles nya kläder	Calles nya kläder	0	1917	\N	\N	Short
tt0006485	short	Calínez y Gedeón, detectives	Calínez y Gedeón, detectives	0	1916	\N	29	Short
tt0006486	short	The Canby Hill Outlaws	The Canby Hill Outlaws	0	1916	\N	\N	Short,Western
tt0006487	short	The Candy Trail	The Candy Trail	0	1916	\N	\N	Comedy,Short
tt0006488	movie	Caprice of the Mountains	Caprice of the Mountains	0	1916	\N	\N	Drama
tt0006489	movie	The Captive God	The Captive God	0	1916	\N	50	Adventure,History
tt0006490	movie	Los cascabeles fantasmas	Los cascabeles fantasmas	0	1916	\N	\N	\N
